"annual_kwh";"sq_meters";"epc_label";"building_era";"income_euro";"occupancy_count";"dist_to_brussels";"roof_color";"pet_ownership"
"1342";4536.63;189.46;"C";"1970-2000";52367.92;2;8.39;"Other";"0"
"1343";7934.47;115.94;"C";"1970-2000";39292.8;6;34.41;"Red";"0"
"1344";4927.89;178.75;"B";"Post-2000";66039.22;2;44.23;"Black";"0"
"1345";6792.61;197.56;"C";"1970-2000";37356.03;5;73.98;"Red";"1"
"1346";4647.73;103.84;"E";"Pre-1970";28071.82;1;101.62;"Black";"0"
"1347";6296.32;172.03;"A";"Post-2000";55612.06;5;61.7;"Red";"1"
"1348";6528.79;154.37;"C";"1970-2000";65729.17;5;97.1;"Red";"0"
"1349";2913.66;140.3;"C";"1970-2000";22338.48;1;110.71;"Black";"0"
"1350";7411.43;165.6;"D";"1970-2000";23839.82;5;89.58;"Black";"1"
"1351";5043.16;142.22;"A";"Post-2000";46404.45;5;91.53;"Black";"1"
"1352";3929.97;168.28;"B";"1970-2000";46993.22;3;72.76;"Other";"0"
"1353";3363.77;103.1;"B";"1970-2000";34078.36;3;71.63;"Red";"0"
"1354";4352.74;189.18;"C";"1970-2000";86540.89;2;102.51;"Black";"1"
"1355";2887.5;141.81;"A";"Post-2000";21133.61;2;76.3;"Black";"0"
"1356";5192.28;144.56;"D";"Pre-1970";22806.11;2;26.42;"Black";"1"
"1357";7440.07;94.91;"E";"Pre-1970";37307.47;7;53.94;"Black";"0"
"1358";5459.56;155.88;"C";"1970-2000";47843.08;4;6.65;"Red";"1"
"1359";6149.67;113.22;"A";"Post-2000";26545.03;5;26.69;"Other";"0"
"1360";9060.16;192.55;"D";"1970-2000";70409.41;7;26.92;"Other";"0"
"1361";5233.35;108.95;"B";"Post-2000";38296.04;7;70.86;"Black";"0"
"1362";4482.65;110.66;"C";"1970-2000";26567.92;4;98.05;"Red";"1"
"1363";4421.19;140.25;"F";"Pre-1970";28164.75;1;82.16;"Other";"0"
"1364";5895.4;120.35;"E";"Pre-1970";29462.99;4;85;"Black";"1"
"1365";3322.39;127.88;"B";"Post-2000";52692.4;3;40.4;"Red";"0"
"1366";4382.05;126.36;"C";"1970-2000";27677.38;5;115.69;"Red";"0"
"1367";5190.58;175.71;"C";"1970-2000";44592.33;3;28.63;"Red";"0"
"1368";2434.76;119.76;"C";"1970-2000";24863.51;2;80.13;"Other";"1"
"1369";4566.28;170.4;"E";"Pre-1970";44318.2;2;77.71;"Black";"0"
"1370";3012.78;154.98;"A";"Post-2000";47591.67;2;85.03;"Red";"0"
"1371";7337.69;200.17;"B";"Post-2000";78514.29;5;80.67;"Black";"1"
"1372";8483.93;182.65;"E";"Pre-1970";42246.7;6;112.27;"Red";"0"
"1373";10187.1;193.98;"D";"1970-2000";63396.45;5;9.41;"Other";"1"
"1374";3832.02;119.68;"E";"Pre-1970";20204.5;2;46.7;"Other";"0"
"1375";5300.97;137.53;"B";"Post-2000";51382.76;6;26.05;"Other";"0"
"1376";9117.11;167.43;"C";"1970-2000";43802.6;7;27.04;"Other";"1"
"1377";5264.9;211.54;"B";"Post-2000";81011.17;3;62.44;"Red";"0"
"1378";4613.66;138.44;"E";"Pre-1970";22937.17;2;6.47;"Black";"0"
"1379";7207.22;156.65;"B";"Post-2000";62572.36;6;64.99;"Red";"1"
"1380";4747.56;157.12;"D";"1970-2000";36860.21;3;25.19;"Other";"1"
"1381";4036.08;177.3;"B";"1970-2000";44924.03;2;63.26;"Black";"0"
"1382";11981.46;135.92;"F";"Pre-1970";43754.95;7;75.02;"Red";"1"
"1383";6944.85;193.45;"B";"Post-2000";49348.97;5;78.29;"Other";"1"
"1384";8108.83;151.72;"D";"1970-2000";33635.9;6;56.36;"Other";"0"
"1385";3290.24;147.94;"A";"Post-2000";50584.53;3;78.07;"Other";"0"
"1386";8520.8;153.43;"D";"1970-2000";52851.48;5;25;"Red";"0"
"1387";3736.43;147.48;"D";"1970-2000";39909.76;2;95.8;"Red";"0"
"1388";5274.72;164.88;"B";"1970-2000";37034.33;4;105.84;"Black";"0"
"1389";5433.04;243.83;"A";"Post-2000";110622.17;2;78.33;"Red";"0"
"1390";6392.99;169.77;"F";"Pre-1970";26408.57;3;23.51;"Red";"1"
"1391";4364.61;160.64;"C";"Pre-1970";39335.81;3;76.12;"Red";"1"
"1392";3934.42;135.52;"F";"Pre-1970";57752.38;1;103.65;"Black";"1"
"1393";2952.77;133.55;"D";"Pre-1970";47777.74;1;112.89;"Other";"0"
"1394";11092.32;236.57;"C";"1970-2000";79541.74;7;92.94;"Red";"0"
"1395";4148.99;177.55;"E";"Pre-1970";54085.15;1;92.72;"Black";"0"
"1396";8976.61;209.53;"B";"Post-2000";61528.38;6;85.69;"Other";"1"
"1397";8345.96;191.41;"E";"Pre-1970";68101.74;4;92.53;"Other";"0"
"1398";9434.37;112.58;"E";"Pre-1970";22530.17;7;117.34;"Red";"0"
"1399";2860.7;137.62;"A";"Post-2000";42932.63;2;103.1;"Other";"0"
"1400";2915.31;166.13;"A";"Post-2000";59127.65;1;101.85;"Black";"1"
"1401";5777.78;179.64;"A";"Post-2000";90769.04;4;88.21;"Other";"0"
"1402";7253.88;147.24;"D";"Pre-1970";18403.28;6;58.09;"Black";"1"
"1403";3572.29;112.64;"B";"1970-2000";28425.99;4;49.4;"Black";"0"
"1404";7581.05;211.83;"A";"Post-2000";69255.16;6;7.21;"Black";"1"
"1405";NA;NA;"A";"Post-2000";69202.52;5;NA;"Black";"1"
"1406";4053.59;158.29;"C";"1970-2000";35088.38;2;11.18;"Red";"0"
"1407";3070.84;113.87;"E";"Pre-1970";21316.15;1;33.65;"Black";"1"
"1408";2438.41;65.62;"C";"1970-2000";28549.29;2;107.52;"Red";"1"
"1409";5537.29;200.24;"A";"Post-2000";85631.81;4;114.49;"Red";"0"
"1410";3942.12;132.64;"D";"1970-2000";16082.31;2;109.62;"Red";"0"
"1411";10874.81;170.07;"F";"Pre-1970";38426.02;7;73.55;"Black";"1"
"1412";9965.72;201.31;"C";"1970-2000";57113.8;6;112.26;"Black";"0"
"1413";5785.26;184.04;"E";"Pre-1970";41817.42;3;42.11;"Red";"0"
"1414";4636.17;182.74;"D";"1970-2000";43578.28;2;69.42;"Black";"0"
"1415";7615.47;218.12;"F";"Pre-1970";91929.25;3;94.24;"Black";"0"
"1416";8257.26;175.76;"A";"Post-2000";37351.95;6;89.07;"Black";"1"
"1417";6801.67;138.59;"F";"Pre-1970";49521.21;4;40.94;"Red";"0"
"1418";8133.75;145.83;"E";"Pre-1970";36089.61;6;17.7;"Other";"1"
"1419";5812.6;177.67;"A";"Post-2000";55696.24;5;113.83;"Black";"0"
"1420";3454.62;158.28;"A";"Post-2000";37142.23;3;38.78;"Black";"1"
"1421";6532.02;157.07;"E";"Pre-1970";51802.06;4;74.69;"Red";"1"
"1422";4011.3;173.27;"B";"Post-2000";42143.1;3;40.68;"Red";"0"
"1423";4268.17;260.33;"A";"Post-2000";129486.66;1;36.32;"Black";"1"
"1424";6642.48;198.84;"D";"1970-2000";95553.37;4;104.01;"Red";"1"
"1425";3987.77;185.76;"A";"Post-2000";33460.76;2;75.59;"Red";"0"
"1426";3804.46;131.77;"F";"Pre-1970";34617.93;1;60.62;"Other";"0"
"1427";7279.76;121.96;"B";"Post-2000";23399.9;7;88.67;"Red";"0"
"1428";3226.1;153.15;"B";"Post-2000";27306.59;1;119.89;"Black";"1"
"1429";7499.97;117.33;"C";"1970-2000";18294.31;6;60.45;"Red";"1"
"1430";7346.71;154.75;"E";"Pre-1970";59328.11;5;14.92;"Red";"0"
"1431";3852.62;188.04;"A";"Post-2000";28758.38;2;28.13;"Black";"0"
"1432";6226.83;169.5;"E";"Pre-1970";41918.86;3;47.78;"Red";"0"
"1433";5713.5;198.8;"E";"Pre-1970";98525.42;2;45.08;"Other";"0"
"1434";9364.93;159.18;"E";"Pre-1970";59565.1;7;84.83;"Other";"0"
"1435";7868.83;137.28;"C";"1970-2000";24744.42;7;11.12;"Red";"1"
"1436";4954.76;146.05;"F";"Pre-1970";30356.32;2;23.13;"Red";"0"
"1437";5366.9;107.62;"E";"Pre-1970";19269.26;4;62.34;"Other";"1"
"1438";5020.68;138.31;"F";"Pre-1970";25663.54;2;11.88;"Black";"1"
"1439";8314.7;162.25;"F";"Pre-1970";86518.69;6;7.41;"Other";"0"
"1440";2667.77;157.62;"A";"Post-2000";54531.2;1;59.13;"Other";"0"
"1441";4895.51;106.4;"A";"Post-2000";23835;7;107.71;"Red";"1"
"1442";4433.03;158.43;"A";"Post-2000";58275.13;4;83.92;"Black";"1"
"1443";6207.62;186.24;"B";"Post-2000";61803.98;5;11.22;"Black";"0"
"1444";5311.33;171.82;"B";"1970-2000";27087.32;5;100.2;"Red";"0"
"1445";10493.83;158.9;"F";"Pre-1970";41502.76;7;28.22;"Other";"0"
"1446";5026.5;167.28;"D";"1970-2000";46569.64;2;14.23;"Black";"0"
"1447";9724.29;145.77;"D";"1970-2000";51677.69;7;29.94;"Red";"1"
"1448";5078.21;194.96;"F";"Pre-1970";63572.73;1;89.84;"Other";"0"
"1449";9262.97;182.46;"F";"Pre-1970";56470.63;4;28.68;"Other";"0"
"1450";8252.91;174.54;"F";"Pre-1970";45265.92;5;112.99;"Other";"1"
"1451";6103.35;241.31;"C";"1970-2000";145684.08;3;119.78;"Black";"1"
"1452";8070.49;144.98;"D";"Pre-1970";42961.49;6;105.91;"Black";"1"
"1453";4035.81;112.13;"F";"Pre-1970";20344.78;1;53.14;"Red";"1"
"1454";2381.51;90.79;"A";"Post-2000";29091.17;1;101.6;"Other";"1"
"1455";7011.39;144.01;"F";"Pre-1970";37384.33;4;101.21;"Red";"1"
"1456";3682.76;158.98;"A";"Post-2000";65471.87;4;39.49;"Other";"1"
"1457";5831.35;106.31;"D";"Pre-1970";23295.13;6;65.24;"Red";"0"
"1458";4709.97;118.82;"F";"Pre-1970";24043.1;3;56.96;"Black";"1"
"1459";6740.13;148.59;"A";"Post-2000";39009.99;7;16.43;"Red";"1"
"1460";4648.49;139.53;"C";"Pre-1970";58503.51;3;84.91;"Black";"0"
"1461";5399.33;187.81;"E";"Pre-1970";62189.74;2;89.53;"Red";"0"
"1462";3426.48;143.13;"D";"Pre-1970";38186.71;1;109.65;"Other";"0"
"1463";8979.66;175.9;"E";"Pre-1970";29723.45;7;35.15;"Black";"0"
"1464";7911.37;246.71;"A";"Post-2000";119182.79;6;104.85;"Other";"1"
"1465";4050.91;116.65;"A";"Post-2000";54498.82;4;23.77;"Other";"1"
"1466";6924.97;159.74;"B";"Post-2000";46255.65;7;43.25;"Red";"0"
"1467";4283.66;158.2;"E";"Pre-1970";57524.03;3;12.69;"Other";"1"
"1468";6437.66;93;"E";"Pre-1970";31641.2;7;11.19;"Red";"0"
"1469";4161.56;181.24;"C";"1970-2000";49081.95;2;75.87;"Black";"0"
"1470";8479.5;155.44;"D";"1970-2000";54815.81;5;53.84;"Black";"1"
"1471";3959.72;98.1;"D";"Pre-1970";32025.35;4;53.93;"Red";"1"
"1472";4873.63;155.95;"D";"Pre-1970";39481.15;3;91.9;"Red";"1"
"1473";4311.96;181.11;"B";"1970-2000";57219.06;2;25.63;"Black";"0"
"1474";6933.7;115.49;"E";"Pre-1970";21920.9;6;68.89;"Red";"1"
"1475";9230.82;215.11;"B";"1970-2000";74350.66;6;53.25;"Red";"1"
"1476";3037.99;139.33;"D";"1970-2000";40724.97;1;105.51;"Other";"1"
"1477";5098.02;130.59;"B";"Post-2000";34101.31;4;112.43;"Red";"0"
"1478";7731.9;149.43;"C";"1970-2000";31402.73;6;81.65;"Black";"0"
"1479";10471.8;221.6;"C";"1970-2000";90133.6;7;93.23;"Red";"0"
"1480";5621.01;203.19;"C";"1970-2000";37619.44;2;97.23;"Black";"0"
"1481";5263.11;139.05;"D";"1970-2000";45231.29;3;106.85;"Red";"1"
"1482";7040.22;145.79;"C";"1970-2000";33820.58;5;14.23;"Black";"0"
"1483";4042.19;148.2;"C";"1970-2000";29299.17;4;108.85;"Black";"0"
"1484";6148.2;138.32;"A";"Post-2000";57569.62;6;79.95;"Other";"0"
"1485";4893.03;103.65;"E";"Pre-1970";42963.75;3;10.31;"Black";"0"
"1486";NA;NA;"C";"1970-2000";48180.56;6;NA;"Red";"1"
"1487";5518.69;198.62;"D";"Pre-1970";32692.58;3;51.74;"Red";"1"
"1488";9344.47;169.69;"F";"Pre-1970";69204.17;5;18.76;"Red";"1"
"1489";4832.2;169.93;"C";"Pre-1970";56234.21;2;26.21;"Other";"0"
"1490";5314.52;188.8;"B";"1970-2000";53455.48;4;119.05;"Red";"1"
"1491";7885.37;168.84;"C";"1970-2000";54174.56;6;102.88;"Other";"0"
"1492";4019.13;214.34;"C";"Pre-1970";76865.36;1;102.91;"Other";"0"
"1493";4483.48;159.76;"E";"Pre-1970";63420.23;2;23.52;"Other";"0"
"1494";6290.79;155.92;"A";"Post-2000";35290.84;6;6.46;"Red";"0"
"1495";5727.84;132.46;"A";"Post-2000";52778.89;7;81.57;"Black";"0"
"1496";5753.07;175.67;"B";"1970-2000";45034.79;5;99.17;"Black";"0"
"1497";7801.28;195.41;"D";"1970-2000";98200.18;4;43;"Other";"1"
"1498";4089.82;143.67;"A";"Post-2000";24650.76;4;63.58;"Black";"0"
"1499";6728.52;175.89;"B";"Post-2000";49930.95;5;99;"Black";"1"
"1500";5928.47;125.42;"E";"Pre-1970";30951.97;4;102.73;"Other";"0"
"1501";3335.63;155.07;"C";"1970-2000";20165.03;1;39.74;"Black";"1"
"1502";2278.6;134.77;"A";"Post-2000";35761.71;1;80.58;"Other";"0"
"1503";2996.54;180.21;"B";"1970-2000";28181.21;1;35.38;"Other";"1"
"1504";8003.27;114.29;"E";"Pre-1970";45406.83;6;33.97;"Other";"0"
"1505";2999.21;144.14;"A";"Post-2000";52946.86;1;104.21;"Other";"0"
"1506";5671.46;168.69;"C";"1970-2000";46398.05;3;12.51;"Other";"0"
"1507";5689.21;170.98;"A";"Post-2000";44238.88;6;64.77;"Other";"0"
"1508";5377.35;180.98;"A";"Post-2000";60468.8;5;95.84;"Red";"0"
"1509";9628.07;158.32;"D";"Pre-1970";35706.76;7;33.1;"Other";"0"
"1510";6800.64;136.68;"F";"Pre-1970";13183.2;4;9.42;"Other";"1"
"1511";5211.06;146.62;"C";"1970-2000";73634.14;5;96.87;"Black";"1"
"1512";4194.95;195.45;"D";"1970-2000";42119.69;1;73.45;"Other";"0"
"1513";10852.78;160.88;"F";"Pre-1970";61803.85;6;41.45;"Red";"0"
"1514";3941.43;182.95;"B";"1970-2000";56562.88;3;75.56;"Other";"0"
"1515";3468.01;138.5;"E";"Pre-1970";41618.31;1;87.24;"Red";"1"
"1516";9518.26;195.11;"C";"1970-2000";59804.63;7;105.32;"Other";"1"
"1517";5489.96;120.39;"E";"Pre-1970";24867.84;4;48.83;"Black";"0"
"1518";7608.48;163.82;"E";"Pre-1970";55131.8;4;79.14;"Black";"0"
"1519";6916.63;213.61;"B";"1970-2000";78566.85;6;87.33;"Other";"0"
"1520";6824.19;259.98;"B";"Post-2000";88336.9;6;81.07;"Red";"0"
"1521";5105.6;133.74;"E";"Pre-1970";35859.09;3;63.19;"Red";"0"
"1522";10278.81;168.72;"B";"1970-2000";38866.04;7;71.93;"Other";"0"
"1523";5771.48;163.69;"F";"Pre-1970";71724.64;2;103.26;"Black";"1"
"1524";NA;NA;"F";"Pre-1970";34750.91;3;NA;"Other";"0"
"1525";4412.28;154.26;"D";"1970-2000";56679.4;2;50.21;"Black";"0"
"1526";8809.07;171.44;"B";"Post-2000";39861.99;7;86.4;"Red";"0"
"1527";8982.15;156.03;"B";"Post-2000";32607.49;7;77.51;"Black";"1"
"1528";4390.59;182.05;"A";"Post-2000";45532.03;4;27.04;"Red";"1"
"1529";8791.59;141.73;"D";"Pre-1970";41418.09;7;27.35;"Other";"0"
"1530";8882.59;139.33;"D";"1970-2000";36768.14;7;108.4;"Black";"0"
"1531";6126.45;128.17;"B";"Post-2000";34066.27;6;109.77;"Black";"0"
"1532";8158.89;151.4;"D";"Pre-1970";60823.47;5;91.23;"Other";"1"
"1533";5622.68;193.59;"A";"Post-2000";98853.34;5;24.08;"Black";"1"
"1534";5635.31;118.27;"E";"Pre-1970";37148.74;4;76.85;"Other";"0"
"1535";9254.47;157.04;"B";"1970-2000";26020.79;6;112.15;"Red";"0"
"1536";6746.31;94.59;"D";"1970-2000";29552.52;6;100.41;"Red";"0"
"1537";6344.79;134.35;"A";"Post-2000";48478.53;6;23.32;"Other";"1"
"1538";6831.81;145.01;"F";"Pre-1970";44670.68;4;20.85;"Red";"0"
"1539";6583.64;151.86;"D";"Pre-1970";27260.9;4;51.23;"Black";"1"
"1540";3518.88;113.39;"E";"Pre-1970";49115.92;3;45.24;"Red";"0"
"1541";3695.94;172.13;"C";"1970-2000";42405.33;2;24.39;"Other";"1"
"1542";5164.44;156.51;"D";"1970-2000";51072.52;2;115.64;"Red";"0"
"1543";4081.36;157.75;"D";"1970-2000";42171.87;1;107.61;"Red";"1"
"1544";5288.87;112.63;"B";"1970-2000";22958.41;6;55.63;"Red";"0"
"1545";8923.26;191.06;"F";"Pre-1970";82527.81;6;76.27;"Black";"1"
"1546";12055.3;213.35;"D";"Pre-1970";82092.58;7;76.29;"Other";"0"
"1547";5580.13;162.06;"E";"Pre-1970";45191.47;3;8.3;"Black";"1"
"1548";4464.73;196.86;"B";"1970-2000";89226.09;4;54.23;"Black";"1"
"1549";6023.43;147.12;"E";"Pre-1970";67065.7;4;103.16;"Other";"0"
"1550";5622.45;157.28;"C";"1970-2000";28288.49;3;27.27;"Black";"1"
"1551";5489.57;184.59;"F";"Pre-1970";64739.84;1;12.52;"Other";"0"
"1552";2670.52;75.87;"B";"1970-2000";26852.13;4;86.94;"Black";"0"
"1553";6658.25;101.62;"F";"Pre-1970";38106.66;5;17.35;"Other";"0"
"1554";3603.62;145.14;"C";"1970-2000";55226.01;2;112.27;"Red";"0"
"1555";11223.8;196.54;"A";"Post-2000";81013.09;7;117.64;"Black";"0"
"1556";4337.03;94.41;"C";"1970-2000";31410.33;4;83.41;"Black";"0"
"1557";7929.49;163.53;"A";"Post-2000";49313.9;7;57.6;"Red";"0"
"1558";8863.99;195.21;"C";"1970-2000";75936.28;6;64.28;"Red";"1"
"1559";3278.38;175.83;"B";"1970-2000";45112.91;1;41.01;"Other";"0"
"1560";7567.55;137.8;"C";"1970-2000";19749.99;7;51.25;"Red";"1"
"1561";6945.12;190.25;"D";"Pre-1970";67425.12;5;90.21;"Black";"0"
"1562";6641.58;178.18;"D";"1970-2000";58636.68;4;93.15;"Black";"0"
"1563";3513.54;219.17;"B";"1970-2000";67563.19;1;5.24;"Red";"1"
"1564";8146.94;164.61;"C";"Pre-1970";43330.07;7;82.14;"Black";"0"
"1565";3232.66;203.07;"C";"1970-2000";76829.89;1;90.3;"Other";"0"
"1566";5506.59;112.14;"A";"Post-2000";47886.75;6;95.67;"Red";"0"
"1567";9312.59;170.85;"B";"Post-2000";45326.03;7;38.53;"Red";"0"
"1568";3837.52;141.83;"C";"1970-2000";42731.19;2;40.43;"Other";"0"
"1569";9169.37;236.57;"C";"1970-2000";125442.68;5;66.38;"Red";"0"
"1570";4428940;154.49;"F";"Pre-1970";64433.95;1;75.62;"Black";"0"
"1571";5643.94;125.6;"B";"Post-2000";14931.77;6;88.54;"Other";"0"
"1572";6033.9;188.81;"F";"Pre-1970";36156.26;2;75.53;"Other";"0"
"1573";7497.03;197.12;"D";"1970-2000";62547.57;5;87.67;"Black";"1"
"1574";3180.98;135.88;"A";"Post-2000";33452.46;3;74.52;"Other";"1"
"1575";3307.38;154.17;"C";"1970-2000";30549.26;2;14.04;"Red";"1"
"1576";3881.83;145.07;"B";"Post-2000";31257.77;2;70.91;"Other";"0"
"1577";5620.82;171.17;"C";"Pre-1970";52043.78;4;110.11;"Other";"1"
"1578";5712.06;109.84;"F";"Pre-1970";34967.74;5;111.59;"Red";"1"
"1579";7049.77;145.64;"C";"1970-2000";44162.4;6;57.02;"Red";"0"
"1580";4745.46;174.95;"C";"1970-2000";41767.64;3;13.37;"Other";"0"
"1581";8384.84;200.99;"D";"Pre-1970";41433.13;5;103.73;"Red";"1"
"1582";6342.07;118.91;"E";"Pre-1970";34980.14;5;16.27;"Black";"0"
"1583";5022.95;142.02;"C";"Pre-1970";31116.84;4;112.62;"Black";"1"
"1584";4434.76;204.69;"A";"Post-2000";88330.93;2;99.54;"Black";"1"
"1585";5783.53;213.32;"B";"Post-2000";66101.4;4;60.54;"Other";"0"
"1586";4687.97;152.26;"D";"Pre-1970";47133.36;2;117.96;"Red";"0"
"1587";4674.73;143.95;"A";"Post-2000";47218.7;4;64.88;"Black";"0"
"1588";3016.03;149.69;"A";"Post-2000";49164.56;3;101.34;"Red";"0"
"1589";6343.49;159.96;"C";"1970-2000";101841.09;4;80.78;"Black";"1"
"1590";6517.83;178.04;"D";"1970-2000";37695.32;4;17.54;"Other";"0"
"1591";8188.45;166.5;"A";"Post-2000";26399.94;7;93.12;"Other";"1"
"1592";3551.03;134.84;"E";"Pre-1970";45875.48;1;20.11;"Red";"0"
"1593";7234.88;193.87;"D";"1970-2000";57167.06;5;86.47;"Red";"0"
"1594";5450.96;179.38;"A";"Post-2000";47063.86;4;7.91;"Black";"0"
"1595";2876.22;105.14;"C";"Pre-1970";36808.14;1;93.57;"Red";"0"
"1596";5597.83;126.62;"F";"Pre-1970";65385.17;3;118.32;"Other";"1"
"1597";10964.88;218.91;"C";"1970-2000";88002.25;7;44.95;"Black";"1"
"1598";3832;117.83;"F";"Pre-1970";45438.6;2;19.93;"Red";"0"
"1599";8117.1;236.34;"D";"1970-2000";102570.3;3;60.53;"Other";"0"
"1600";8603.35;105.46;"E";"Pre-1970";23542.35;7;6.4;"Red";"1"
"1601";2624.08;105.13;"A";"Post-2000";30969.71;1;100.36;"Red";"1"
"1602";8677.44;221.81;"C";"1970-2000";73710.67;5;112.18;"Black";"1"
"1603";7607.85;147.56;"C";"Pre-1970";34303.06;6;91.58;"Other";"0"
"1604";6845.55;178.66;"F";"Pre-1970";74597.14;4;46.18;"Red";"1"
"1605";5150.78;126.68;"E";"Pre-1970";32923.88;4;15.17;"Red";"0"
"1606";6308.61;200.5;"C";"1970-2000";77059.32;3;82.92;"Other";"0"
"1607";3704.48;159.09;"F";"Pre-1970";37382.98;2;106.42;"Other";"1"
"1608";8521.59;174.49;"D";"1970-2000";43709.13;6;57.38;"Red";"0"
"1609";8738.55;175.06;"F";"Pre-1970";52090.83;4;86.06;"Other";"0"
"1610";1824.63;92.29;"A";"Post-2000";25338.59;1;12.37;"Red";"0"
"1611";5227.46;114.29;"D";"1970-2000";43523.24;4;49.43;"Other";"0"
"1612";4642.77;133.48;"C";"1970-2000";44791.92;3;80.77;"Black";"0"
"1613";6120.89;232.95;"D";"1970-2000";77549.44;2;76.49;"Black";"1"
"1614";5421.79;148.18;"C";"Pre-1970";27672.78;4;63.86;"Red";"1"
"1615";5636.85;220.9;"A";"Post-2000";78935.77;4;62.27;"Other";"0"
"1616";6346.78;151.79;"A";"Post-2000";42524.72;6;116.43;"Black";"0"
"1617";6854.91;168.62;"B";"Post-2000";37582.67;4;53.24;"Red";"0"
"1618";4027.41;154.95;"B";"1970-2000";67308.92;2;100.9;"Other";"1"
"1619";4363.42;163.72;"C";"Pre-1970";50838.55;2;38.22;"Other";"0"
"1620";4270.6;213.1;"B";"1970-2000";66006.17;1;67.91;"Other";"1"
"1621";4819.88;180.17;"C";"Pre-1970";91880.53;2;53.06;"Other";"0"
"1622";9298.65;191.71;"E";"Pre-1970";43289.92;6;71.93;"Other";"1"
"1623";4774.79;131.14;"D";"1970-2000";20159.13;3;49.19;"Red";"0"
"1624";8923.99;165.6;"D";"Pre-1970";35247.77;6;28.46;"Red";"1"
"1625";6246.94;142.08;"C";"1970-2000";40247.29;6;40.39;"Black";"0"
"1626";8575.85;170.22;"D";"1970-2000";46030.59;6;103.52;"Other";"0"
"1627";4883.25;133.48;"C";"1970-2000";22056.65;4;90.52;"Red";"0"
"1628";6499.44;120.31;"F";"Pre-1970";32247.45;4;8.14;"Red";"1"
"1629";7381.84;126.29;"C";"Pre-1970";35924.24;7;39.51;"Black";"0"
"1630";6751.05;150.57;"A";"Post-2000";40183.86;6;95.42;"Black";"1"
"1631";4212.61;155.84;"F";"Pre-1970";33339.2;1;118.66;"Red";"0"
"1632";3912.71;168.78;"C";"1970-2000";35236.17;1;75.27;"Red";"1"
"1633";10202.51;219.06;"D";"1970-2000";98222.86;5;33.46;"Other";"0"
"1634";8576.1;145.96;"E";"Pre-1970";40887.68;6;75.36;"Other";"0"
"1635";3485.74;128.45;"A";"Post-2000";24756.46;3;70.91;"Black";"0"
"1636";6381.01;135.87;"D";"1970-2000";27388.29;6;110.22;"Other";"0"
"1637";4480.06;155.14;"C";"1970-2000";44861.29;3;59.36;"Black";"0"
"1638";6310.86;227.8;"F";"Pre-1970";102694.45;2;78.39;"Black";"1"
"1639";8432.1;175.08;"D";"Pre-1970";58336.02;4;99.8;"Black";"0"
"1640";4237.45;128.13;"D";"1970-2000";24912.4;3;103.84;"Red";"1"
"1641";7640.7;120.9;"C";"1970-2000";43318.89;7;8.89;"Black";"1"
"1642";3254.89;138.33;"D";"Pre-1970";31313.57;1;98.38;"Black";"0"
"1643";3231.34;137.76;"B";"Post-2000";26478.91;2;93.37;"Red";"0"
"1644";4734.02;196.92;"D";"1970-2000";46155.31;1;14.9;"Black";"1"
"1645";4995.84;257.8;"D";"Pre-1970";133011.82;3;46.37;"Red";"1"
"1646";6306.54;180.14;"A";"Post-2000";83892.99;6;23.54;"Other";"0"
"1647";2717.53;71.01;"D";"1970-2000";23674.42;1;29.44;"Red";"1"
"1648";9317.47;163.29;"D";"1970-2000";53082.39;7;42.6;"Other";"0"
"1649";4307.57;110.28;"A";"Post-2000";58346.5;4;91.33;"Black";"0"
"1650";7023.27;155.46;"B";"1970-2000";66670.99;7;91.31;"Red";"0"
"1651";8255.99;115.53;"F";"Pre-1970";54045.96;7;87.02;"Other";"1"
"1652";7202.71;197.46;"B";"Post-2000";87738.81;6;30.54;"Black";"0"
"1653";4904.18;153;"B";"1970-2000";25050.07;5;98.67;"Black";"1"
"1654";3803.66;196.32;"A";"Post-2000";63562.3;2;22.09;"Red";"1"
"1655";3382.17;121.24;"B";"Post-2000";37995.41;3;48.85;"Other";"1"
"1656";4710.86;150.15;"A";"Post-2000";35295.33;5;87;"Black";"1"
"1657";6671.68;168.66;"A";"Post-2000";72052.79;5;31.86;"Other";"0"
"1658";6278.23;255.1;"F";"Pre-1970";114851.13;1;54.12;"Red";"0"
"1659";5296.96;151.85;"D";"1970-2000";53119.48;3;87.25;"Other";"1"
"1660";5998.06;190.13;"C";"1970-2000";62885.86;4;9.54;"Red";"1"
"1661";3628.09;121.53;"C";"Pre-1970";36596.12;3;28.72;"Black";"0"
"1662";4069.25;163.44;"B";"Post-2000";49703.34;2;91.29;"Red";"1"
"1663";2586.11;107.17;"B";"1970-2000";23816.49;1;100.51;"Red";"1"
"1664";4649.78;146.51;"F";"Pre-1970";48274.81;2;52.78;"Red";"0"
"1665";7377.38;226.89;"F";"Pre-1970";86538.37;2;67.44;"Black";"1"
"1666";5097.59;237.15;"D";"1970-2000";NA;NA;73.29;"Other";"0"
"1667";10585.78;152.42;"D";"1970-2000";41963.66;7;22.1;"Black";"1"
"1668";4656.82;172.14;"A";"Post-2000";47368.95;4;24.18;"Other";"0"
"1669";4732.59;147.67;"B";"1970-2000";23665.87;3;56.23;"Other";"0"
"1670";6725.36;102.86;"A";"Post-2000";17361.42;7;25.5;"Black";"0"
